id,price,sqft,bedrooms,bathrooms,age_years,neighborhood,sale_date,garage,school_rating
5,193917.0,614.0,4,2.5,46,Midtown,01/03/2020,No,7.9
257,384781.0,1432.0,2,1.5,12,Suburbs,07/05/2020,Y,7.4
468,504978.0,1503.0,3,1.0,10,Rural,06-Dec-2020,TRUE,9.6
101,319747.0,2006.0,1,2.5,50,Downtown,03/14/2020,Y,
227,551398.0,1913.0,1,3.0,16,Rural,06/13/2020,Yes,9.9
445,322577.0,1916.0,1,2.0,21,Suburbs,2020-11-20,Y,9.5
214,311266.0,1795.0,4,3.0,7,Midtown,2020-06-04,TRUE,4.5
440,384231.0,2146.0,1,3.0,27,Downtown,11/16/2020,FALSE,4.3
172,385686.0,1909.0,4,1.0,16,Suburbs,2020-05-04,FALSE,7.5
99,381982.0,1897.0,5,1.0,65,Suburbs,12-Mar-2020,yes,
293,467719.0,2004.0,5,3.0,3,Downtown,08/01/2020,Y,2.8
216,430221.0,1314.0,5,1.0,37,Rural,05-Jun-2020,Y,5.8
62,323209.0,1934.0,5,2.5,36,Rural,02/14/2020,no,1.4
48,367888.0,,3,1.0,51,Suburbs,04-Feb-2020,no,7.1
33,309021.0,1621.0,1,2.5,1,Downtown,24-Jan-2020,No,9.7
268,378141.0,1578.0,5,3.0,4,Rural,2020-07-13,Y,5.2
328,344644.0,1753.0,2,2.5,76,Downtown,2020-08-26,no,
201,377006.0,2245.0,2,2.5,13,Suburbs,26-May-2020,No,
466,313306.0,1254.0,5,3.0,5,Downtown,2020-12-05,N,1.3
28,379236.0,1853.0,5,2.5,25,Rural,2020-01-20,yes,5.5
406,328733.0,,3,2.0,17,Rural,2020-10-22,Y,10.0
231,232925.0,1979.0,2,2.5,50,Midtown,16-Jun-2020,Yes,2.1
261,330946.0,2300.0,1,3.0,49,Midtown,08-Jul-2020,Y,1.4
379,478340.0,1759.0,4,2.0,48,Midtown,2020-10-02,no,5.8
289,326626.0,1367.0,4,2.5,14,Suburbs,2020-07-29,Yes,1.7
163,520278.0,1439.0,5,3.0,54,Suburbs,2020-04-28,yes,5.6
392,354348.0,1577.0,2,2.0,75,Midtown,10/12/2020,Yes,
443,378954.0,1996.0,5,1.0,10,Rural,11/18/2020,FALSE,2.7
139,509738.0,2032.0,2,2.5,33,Suburbs,2020-04-10,no,2.4
63,,1820.0,3,3.0,60,Downtown,15-Feb-2020,no,5.5
136,268754.0,1686.0,4,1.5,54,Rural,2020-04-08,no,4.8
129,298820.0,,3,1.0,78,Suburbs,03-Apr-2020,Y,
500,230395.0,2130.0,5,1.0,19,Downtown,12/30/2020,No,9.6
9,348656.0,1576.0,2,3.0,16,Midtown,06-Jan-2020,TRUE,9.4
327,224237.0,1812.0,5,2.5,36,Rural,25-Aug-2020,FALSE,1.5
486,336367.0,2053.0,1,2.0,35,Suburbs,20-Dec-2020,Y,2.5
65,406898.0,2160.0,3,1.0,56,Midtown,02/16/2020,N,3.1
301,488188.0,1462.0,1,1.5,78,Downtown,2020-08-07,TRUE,
15,387401.0,,1,1.5,27,Midtown,11-Jan-2020,Y,4.0
157,360422.0,1452.0,5,1.0,46,Downtown,2020-04-23,yes,6.1
41,409460.0,1125.0,2,3.0,43,Rural,01/30/2020,Y,5.8
380,313384.0,1789.0,1,2.0,39,Downtown,10/03/2020,No,5.4
480,557814.0,,1,2.5,51,Suburbs,15-Dec-2020,TRUE,3.1
421,357370.0,1673.0,2,2.0,8,Midtown,2020-11-02,no,5.8
217,393049.0,1175.0,5,1.5,10,Downtown,2020-06-06,yes,7.9
410,246282.0,1370.0,1,2.0,62,Downtown,10/25/2020,Y,
280,371020.0,1279.0,3,1.5,62,Downtown,2020-07-22,Y,
454,516158.0,1335.0,3,1.0,13,Suburbs,2020-11-26,FALSE,2.0
450,380670.0,341.0,5,2.5,73,Rural,23-Nov-2020,Y,
338,374961.0,2371.0,4,3.0,51,Midtown,09/03/2020,TRUE,3.7
237,178217.0,2111.0,2,1.5,22,Downtown,21-Jun-2020,no,6.5
208,252495.0,2023.0,1,3.0,19,Midtown,2020-05-31,TRUE,4.3
213,352451.0,1386.0,2,2.5,77,Downtown,03-Jun-2020,TRUE,
296,364121.0,1751.0,1,1.0,59,Midtown,08/03/2020,No,6.2
477,435108.0,2242.0,4,2.5,32,Suburbs,13-Dec-2020,No,4.8
252,377324.0,1680.0,1,3.0,12,Downtown,02-Jul-2020,TRUE,9.0
294,144667.0,1957.0,1,2.5,65,Rural,01-Aug-2020,TRUE,
478,,1635.0,3,2.5,70,Downtown,2020-12-14,Yes,
304,323718.0,1952.0,2,1.5,40,Suburbs,2020-08-09,No,
351,379469.0,,2,1.5,41,Midtown,12-Sep-2020,TRUE,
270,350007.0,N/A,1,3.0,69,Midtown,15-Jul-2020,no,
202,,1702.0,2,1.0,32,Suburbs,2020-05-26,no,2.2
162,291982.0,1793.0,1,2.0,17,Midtown,27-Apr-2020,no,1.6
44,368573.0,1728.0,5,2.0,74,Downtown,02/01/2020,Yes,
218,456992.0,,5,1.0,16,Downtown,06/07/2020,TRUE,4.4
402,365742.0,1841.0,1,1.0,59,Midtown,19-Oct-2020,no,6.3
191,487893.0,1926.0,1,1.0,34,Downtown,05/18/2020,FALSE,3.3
310,488585.0,,4,3.0,31,Downtown,2020-08-13,Y,7.5
260,240008.0,1977.0,1,1.0,73,Downtown,07/08/2020,no,
106,333565.0,2016.0,4,2.0,44,Suburbs,2020-03-17,No,9.1
54,324426.0,2614.0,4,3.0,49,Suburbs,08-Feb-2020,N,7.5
390,236979.0,1118.0,1,2.0,31,Downtown,10-Oct-2020,FALSE,9.1
2,266801.0,2158.0,4,3.0,38,Midtown,01/01/2020,Y,9.5
461,375113.0,2447.0,5,2.5,30,Rural,12/01/2020,Y,5.7
76,405239.0,1218.0,3,1.0,44,Rural,2020-02-24,TRUE,5.7
50,355406.0,2065.0,4,3.0,69,Downtown,02/05/2020,Yes,
420,458287.0,,2,2.0,56,Suburbs,01-Nov-2020,yes,6.6
81,386542.0,836.0,2,3.0,57,Downtown,28-Feb-2020,No,9.3
206,346103.0,1410.0,3,1.5,73,Downtown,05/29/2020,No,
35,399278.0,1174.0,5,2.5,56,Midtown,01/25/2020,Yes,5.5
431,266756.0,1802.0,4,2.5,4,Suburbs,11/09/2020,FALSE,7.6
264,305574.0,2055.0,5,2.0,67,Rural,10-Jul-2020,FALSE,
428,487662.0,1966.0,5,1.5,38,Midtown,11/07/2020,no,1.8
494,386317.0,2326.0,3,1.0,63,Rural,12/25/2020,Yes,
367,290513.0,1263.0,4,2.5,23,Rural,2020-09-24,no,8.1
92,342121.0,unknown,2,2.5,71,Suburbs,03/07/2020,Yes,
340,398701.0,1666.0,1,1.5,37,Midtown,2020-09-04,N,4.3
496,424844.0,1941.0,3,2.0,20,Suburbs,2020-12-27,N,
53,9999999.0,1919.0,3,1.0,37,Suburbs,02/07/2020,Y,
346,184941.0,1946.0,3,2.0,32,Downtown,2020-09-08,No,8.6
265,387723.0,1936.0,3,1.5,5,Downtown,2020-07-11,Y,7.6
242,342459.0,2275.0,1,1.5,32,Suburbs,06/24/2020,FALSE,6.0
14,440179.0,unknown,4,2.5,19,Suburbs,01/10/2020,no,2.3
316,326274.0,1925.0,5,1.0,19,Suburbs,2020-08-17,FALSE,1.5
89,388460.0,1894.0,5,2.5,53,Suburbs,03/05/2020,No,2.7
388,391935.0,1627.0,5,2.0,2,Rural,2020-10-09,no,7.9
274,517453.0,2340.0,4,2.0,49,Suburbs,2020-07-18,no,6.4
167,424526.0,1154.0,2,2.0,29,Suburbs,05/01/2020,Y,9.4
329,256239.0,2286.0,2,2.5,0,Suburbs,08/27/2020,FALSE,9.0
405,391693.0,1551.0,1,1.0,23,Downtown,21-Oct-2020,Yes,7.8
135,232335.0,1676.0,3,1.0,23,Midtown,07-Apr-2020,Y,5.5
307,323244.0,1747.0,5,2.5,40,Rural,2020-08-11,No,1.6
106,333565.0,2016.0,4,2.0,44,Suburbs,2020-03-17,No,9.1
320,255736.0,1344.0,5,1.0,54,Midtown,08/20/2020,TRUE,4.8
244,232636.0,1056.0,1,3.0,17,Suburbs,2020-06-26,no,8.7
55,,1765.0,4,3.0,35,Midtown,2020-02-09,Yes,5.2
364,265317.0,1834.0,2,2.0,26,Rural,2020-09-21,Y,2.1
51,373130.0,1954.0,4,3.0,49,Midtown,06-Feb-2020,TRUE,3.4
481,367846.0,1985.0,4,3.0,35,Suburbs,2020-12-16,Y,8.5
175,247765.0,2134.0,4,1.0,58,Downtown,2020-05-07,yes,1.9
446,231851.0,1658.0,5,2.0,77,Downtown,11/20/2020,N,
190,482074.0,1630.0,5,2.0,32,Rural,2020-05-17,No,
441,334860.0,1885.0,1,1.5,77,Suburbs,17-Nov-2020,no,
464,184161.0,1756.0,1,1.0,79,Suburbs,12/03/2020,no,
188,252042.0,2399.0,4,2.5,15,Rural,05/16/2020,yes,4.7
476,9999999.0,1383.0,2,3.0,50,Downtown,12/12/2020,FALSE,5.2
170,346739.0,774.0,5,1.5,3,Midtown,05/03/2020,FALSE,
59,280734.0,1302.0,1,2.5,40,Midtown,02/12/2020,N,2.9
475,,1400.0,5,1.0,2,Suburbs,2020-12-12,No,6.8
49,404313.0,2083.0,3,2.5,1,Suburbs,2020-02-05,TRUE,2.6
345,479297.0,1852.0,2,2.0,47,Midtown,08-Sep-2020,yes,7.2
236,297668.0,1863.0,1,3.0,20,Midtown,06/20/2020,TRUE,6.7
253,,1394.0,2,1.0,62,Rural,2020-07-02,N,
22,295526.0,,2,1.5,31,Suburbs,2020-01-16,no,9.8
314,385119.0,1598.0,2,1.0,73,Suburbs,08/16/2020,no,
460,347931.0,1963.0,3,3.0,9,Suburbs,2020-12-01,Yes,9.0
161,272791.0,1123.0,4,3.0,67,Rural,04/26/2020,No,
277,288955.0,1363.0,2,3.0,48,Midtown,2020-07-20,no,1.7
444,455653.0,2280.0,4,2.5,11,Suburbs,19-Nov-2020,TRUE,4.4
192,335638.0,1702.0,5,2.0,38,Rural,19-May-2020,Yes,
386,286469.0,1916.0,3,3.0,69,Midtown,10/08/2020,No,
294,144667.0,1957.0,1,2.5,65,Rural,01-Aug-2020,TRUE,
414,409955.0,,2,3.0,18,Rural,28-Oct-2020,TRUE,6.2
492,379323.0,2392.0,2,1.5,13,Downtown,24-Dec-2020,Yes,9.2
344,383111.0,1763.0,4,1.5,7,Rural,09/07/2020,FALSE,2.2
258,319908.0,2142.0,1,3.0,16,Rural,06-Jul-2020,No,6.5
309,396612.0,1672.0,5,3.0,68,Downtown,12-Aug-2020,no,
150,362564.0,,1,1.0,34,Suburbs,18-Apr-2020,yes,5.7
131,318815.0,2444.0,2,3.0,73,Downtown,04/04/2020,no,
152,267148.0,1730.0,1,2.5,20,Rural,04/20/2020,FALSE,8.4
360,338198.0,,2,2.5,24,Rural,19-Sep-2020,TRUE,6.4
100,277562.0,1090.0,5,3.0,48,Downtown,2020-03-13,Yes,5.5
373,,2090.0,1,2.5,36,Midtown,2020-09-28,FALSE,
88,,1465.0,4,1.5,79,Midtown,2020-03-04,Yes,
459,376646.0,1799.0,1,1.5,14,Rural,30-Nov-2020,Yes,9.3
331,470898.0,1958.0,1,2.0,65,Rural,2020-08-28,TRUE,
215,323786.0,1716.0,4,3.0,33,Midtown,06/05/2020,FALSE,4.1
467,326545.0,1698.0,2,3.0,2,Rural,12/06/2020,Yes,7.1
122,364342.0,1813.0,3,2.5,54,Rural,03/29/2020,FALSE,1.9
21,335211.0,,5,1.0,27,Downtown,15-Jan-2020,FALSE,5.3
72,259337.0,1773.0,5,2.0,32,Midtown,21-Feb-2020,Yes,7.4
107,273998.0,2105.0,1,3.0,49,Suburbs,03/18/2020,No,4.9
271,292275.0,2492.0,3,2.0,43,Midtown,2020-07-16,yes,3.9
436,301600.0,2036.0,1,1.5,71,Midtown,2020-11-13,TRUE,
103,321499.0,unknown,5,3.0,34,Rural,2020-03-15,TRUE,8.0
